availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_category,estimated_monthly_rent,annual_rent,rental_yield,future_price_5yr,roi_5yr,sqft_scaled,price_sqft_scaled,investment_score
18-Sep,Chandapura,1230.0,2.0,2.0,31.37,3,2550.4065040650407,Budget,15685.0,188220.0,6.0,41.98013636931201,33.82255776000002,0.017894250750404066,0.012954261960609363,0.40555484566599875
Ready To Move,Uttarahalli,1065.0,2.0,1.0,42.59,2,3999.06103286385,Budget,21295.0,255540.0,6.0,56.995027349984014,33.822557760000024,0.014719464326945278,0.02117578211030672,0.4003613657520445
Ready To Move,other,1080.0,3.0,2.0,149.0,3,13796.296296296296,Premium,74500.0,894000.0,6.0,199.39561106240004,33.822557760000024,0.015008081274532441,0.07677783596673861,0.37829371437802406
Ready To Move,other,900.0,2.0,0.0,65.0,3,7222.222222222223,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.011544677903486494,0.039468124513022264,0.391139556936883
Ready To Move,other,946.0,2.0,2.0,45.0,2,4756.871035940803,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.012429769876087123,0.025476566104062258,0.3972672354840274
Ready To Move,Laggere,1500.0,1.0,0.0,60.0,1,4000.0,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.023089355806972987,0.021181111011764103,0.4053811690794782
18-May,Sarjapur  Road,1711.0,3.0,1.0,110.0,3,6428.988895382817,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.0271492342030324,0.03496630323653808,0.40230301922720424
Ready To Move,other,1200.0,3.0,2.0,160.0,4,13333.333333333334,Premium,80000.0,960000.0,6.0,214.11609241600004,33.822557760000024,0.01731701685522974,0.07415039149816705,0.38073005351387107
18-Aug,Chandapura,950.0,2.0,1.0,25.65,2,2700.0,Budget,12825.0,153900.0,6.0,34.32548606544,33.822557760000024,0.0125067343954437,0.013803246944015123,0.4019827418596602
Ready To Move,Kudlu Gate,1656.0,3.0,2.0,80.0,3,4830.917874396136,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.026090972061879474,0.025896802649269957,0.40529586217741975
Ready To Move,Uttarahalli,1075.0,2.0,1.0,46.76,2,4349.767441860465,Budget,23380.0,280560.0,6.0,62.57542800857601,33.82255776000003,0.014911875625336721,0.023166139197433953,0.3996806696962285
Ready To Move,Harlur,1752.12,3.0,2.0,133.0,3,7590.80428281168,Premium,66500.0,798000.0,6.0,177.98400182080005,33.82255776000003,0.027940429462018006,0.041559930929052906,0.40014028530558965
Ready To Move,Hebbal,6000.0,8.0,0.0,220.0,8,3666.6666666666665,Luxury,110000.0,1320000.0,6.0,294.40962707200003,33.82255776000002,0.10967444008312169,0.01928935099439257,0.458088923652116
Ready To Move,other,1540.0,3.0,3.0,85.0,3,5519.480519480519,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.02385900100053875,0.02980458849354863,0.40239356520290387
Ready To Move,LB Shastri Nagar,665.0,1.0,2.0,32.0,1,4812.0300751879695,Budget,16000.0,192000.0,6.0,42.82321848320001,33.822557760000024,0.007023012391287616,0.025789609099195508,0.3938979637950944
Ready To Move,Sector 2 HSR Layout,1665.0,3.0,,110.0,3,6606.606606606607,Premium,55000.0,660000.0,6.0,147.20481353600002,33.82255776000002,0.02626414223043177,0.035974333489948704,0.4013687519422796
18-Mar,Electronics City Phase 1,1145.0,2.0,1.0,54.0,2,4716.157205240174,Mid-Range,27000.0,324000.0,6.0,72.26418119040001,33.82255776000002,0.016258754714076812,0.02524550371284181,0.39965705134330937
18-Aug,Whitefield,1185.0,2.0,2.0,41.0,2,3459.915611814346,Budget,20500.0,246000.0,6.0,54.86724868160001,33.822557760000024,0.01702839990764258,0.018115980857035544,0.40297064760177137
Ready To Move,other,1200.0,3.0,1.0,190.0,3,15833.333333333334,Premium,95000.0,1140000.0,6.0,254.26285974400005,33.822557760000024,0.01731701685522974,0.08833859162845355,0.3750547734617564
Ready To Move,Marathahalli,1693.0,3.0,2.0,125.0,3,7383.343177790904,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.026802893865927806,0.04038253105813884,0.3999287238963012
Ready To Move,other,2456.0,3.0,3.0,220.0,3,8957.654723127036,Luxury,110000.0,1320000.0,6.0,294.40962707200003,33.82255776000002,0.041483875933194796,0.0493171899671987,0.4051634495730374
Ready To Move,Rajaji Nagar,2559.0,3.0,2.0,403.0,3,15748.339194998047,Luxury,201500.0,2418000.0,6.0,539.3049077728001,33.822557760000024,0.043465712306626644,0.08785622609061262,0.39093693694773096
Ready To Move,Uttarahalli,1155.0,2.0,1.0,40.6,2,3515.151515151515,Budget,20300.0,243600.0,6.0,54.331958450560016,33.82255776000003,0.016451166012468252,0.018429460077405507,0.40249891557651873
17-Oct,other,1610.0,2.0,2.0,64.4,3,4000.0000000000005,Mid-Range,32200.000000000004,386400.00000000006,6.0,86.18172719744003,33.822557760000024,0.02520588008927884,0.021181111011764106,0.4066510836488617
18-Nov,Whitefield,1200.0,3.0,2.0,56.58,3,4715.0,Mid-Range,28290.0,339480.0,6.0,75.71680318060801,33.822557760000024,0.01731701685522974,0.025238936249026043,0.40029463561352746
Ready To Move,other,1530.0,2.0,1.0,185.0,2,12091.503267973856,Premium,92500.0,1110000.0,6.0,247.57173185600004,33.822557760000024,0.02366658970214731,0.06710265810011623,0.38735889058124195
Ready To Move,EPIP Zone,1709.0,3.0,1.0,80.0,3,4681.100058513751,Mid-Range,40000.0,480000.0,6.0,107.05804620800002,33.822557760000024,0.027110751943354116,0.02504654458734128,0.40624783333107595
Ready To Move,Brookefield,2700.0,8.0,,290.0,8,10740.74074074074,Luxury,145000.0,1740000.0,6.0,388.0854175040001,33.822557760000024,0.04617871161394597,0.05943670247416623,0.4039325459787011
Ready To Move,other,840.0,1.0,1.0,150.0,1,17857.14285714286,Premium,75000.0,900000.0,6.0,200.73383664000005,33.82255776000003,0.010390210113137843,0.09982427744820929,0.366304415088599
Ready To Move,Gottigere,1400.0,2.0,1.0,50.0,3,3571.4285714285716,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.02116524282305857,0.01874884813228642,0.40519960644092057
Ready To Move,KR Puram,1200.0,2.0,1.0,42.0,2,3500.0,Budget,21000.0,252000.0,6.0,56.20547425920001,33.822557760000024,0.01731701685522974,0.018343470985706805,0.40305282171885515
Ready To Move,other,1439.0,3.0,1.0,57.23,3,3977.067407922168,Mid-Range,28615.0,343380.0,6.0,76.58664980604802,33.82255776000003,0.02191564688678519,0.021050962129401503,0.40472900328031053
Ready To Move,Kasavanhalli,1375.0,2.0,2.0,72.0,2,5236.363636363636,Mid-Range,36000.0,432000.0,6.0,96.35224158720001,33.82255776000002,0.020684214577079967,0.028197820894378518,0.4011314003884966
Ready To Move,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5,13913.04347826087,Luxury,208000.0,2496000.0,6.0,556.7018402816001,33.822557760000024,0.05175863926729777,0.07744040891968275,0.4000790199925056
Ready To Move,Vijayanagar,1200.0,2.0,1.0,75.0,3,6250.0,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.01731701685522974,0.03395049112902195,0.39681001366152907
Ready To Move,Yelahanka,1315.0,2.0,3.0,75.0,2,5703.42205323194,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.019529746786731316,0.030848508210803424,0.39937844478771745
18-Mar,Dommasandra,1500.0,2.0,0.0,40.0,2,2666.6666666666665,Budget,20000.0,240000.0,6.0,53.52902310400001,33.822557760000024,0.023089355806972987,0.013614070942277968,0.4084079851072726
Ready To Move,Yelahanka,3600.0,6.0,1.0,200.0,6,5555.555555555556,Premium,100000.0,1200000.0,6.0,267.64511552000005,33.822557760000024,0.06349572846917571,0.030009324426164597,0.4260937073110396
Ready To Move,Vijayanagar,1178.0,2.0,3.0,82.0,2,6960.950764006791,Mid-Range,41000.0,492000.0,6.0,109.73449736320002,33.822557760000024,0.016893711998768567,0.03798533581802533,0.39494209287205106
Ready To Move,Bannerghatta Road,1430.0,3.0,2.0,59.0,3,4125.874125874126,Mid-Range,29500.0,354000.0,6.0,78.95530907840002,33.82255776000003,0.021742476718232893,0.021895481927414893,0.4042872932599738
Ready To Move,Mahadevpura,1400.0,2.0,2.0,65.8,3,4700.0,Mid-Range,32900.0,394800.0,6.0,88.05524300608002,33.82255776000003,0.02116524282305857,0.025153807048244325,0.4026376228745374
Ready To Move,Thanisandra,1093.0,2.0,2.0,72.0,2,6587.374199451052,Mid-Range,36000.0,432000.0,6.0,96.35224158720001,33.82255776000002,0.015258215962441316,0.03586518419326464,0.3948088559001589
Ready To Move,Horamavu Banaswadi,1200.0,2.0,1.0,45.0,2,3750.0,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.01731701685522974,0.019762290998735454,0.40248529371364367
Ready To Move,Magadi Road,5000.0,6.0,1.0,360.0,5,7200.0,Luxury,180000.0,2160000.0,6.0,481.7612079360001,33.82255776000003,0.09043331024397752,0.03934200717853082,0.4385231832749742
15-Dec,1st Block Jayanagar,1200.0,2.0,0.0,130.0,3,10833.333333333334,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.01731701685522974,0.059962191367880543,0.38640533356598566
18-Apr,Whitefield,2210.0,3.0,2.0,156.0,3,7058.823529411765,Premium,78000.0,936000.0,6.0,208.76319010560005,33.822557760000024,0.03675055799276533,0.03854079117117347,0.4066340183271898
Ready To Move,Uttarahalli,1150.0,2.0,2.0,70.0,2,6086.95652173913,Mid-Range,35000.0,420000.0,6.0,93.67579043200001,33.822557760000024,0.016354960363272532,0.033025173729220654,0.3966029067262753
Ready To Move,other,1435.0,2.0,1.0,60.0,3,4181.184668989547,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.021838682367428617,0.02220938474942947,0.4042194555206854
20-Dec,Whitefield,1173.0,2.0,1.0,78.2,2,6666.666666666667,Mid-Range,39100.0,469200.0,6.0,104.64924016832002,33.822557760000024,0.016797506349572847,0.03631519115073637,0.39555242734944923
Ready To Move,Thanisandra,1140.0,2.0,1.0,39.0,2,3421.0526315789475,Budget,19500.0,234000.0,6.0,52.19079752640001,33.822557760000024,0.016162549064881092,0.017895422560539862,0.4025393604147127
Ready To Move,other,1717.0,3.0,3.0,120.0,3,6988.934187536401,Premium,60000.0,720000.0,6.0,160.58706931200004,33.82255776000003,0.027264680982067264,0.0381441495833728,0.4011011487558913
Ready To Move,Mallasandra,1325.0,2.0,,65.0,2,4905.66037735849,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.01972215808512276,0.026320987285377326,0.40130489993692275
Ready To Move,Hoodi,1370.0,3.0,2.0,67.0,3,4890.510948905109,Mid-Range,33500.0,402000.0,6.0,89.66111369920002,33.822557760000024,0.020588008927884247,0.026235010036274913,0.40185880134222063
21-Aug,Electronics City Phase 1,1025.0,2.0,1.0,90.0,2,8780.487804878048,Mid-Range,45000.0,540000.0,6.0,120.44030198400003,33.82255776000003,0.013949819133379511,0.0483117180901656,0.3890452042439615
Ready To Move,other,1409.0,2.0,3.0,62.0,3,4400.28388928318,Mid-Range,31000.0,372000.0,6.0,82.96998581120002,33.82255776000003,0.021338412991610867,0.023452834183795783,0.40342191412144823
Ready To Move,Bellandur,1200.0,2.0,1.0,52.0,2,4333.333333333333,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.01731701685522974,0.023072871029135637,0.4011610617014836
Ready To Move,Thanisandra,1200.0,2.0,1.0,53.5,2,4458.333333333333,Mid-Range,26750.0,321000.0,6.0,71.59506840160002,33.82255776000003,0.01731701685522974,0.02378228103564996,0.40087729769887787
18-Feb,Whitefield,1740.0,4.0,3.0,130.0,3,7471.264367816092,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.027707226968367586,0.04088150843404697,0.4002717328074018
19-Mar,Hennur Road,1232.0,2.0,1.0,88.0,2,7142.857142857143,Mid-Range,44000.0,528000.0,6.0,117.76385082880003,33.82255776000003,0.01793273301008235,0.039017705461267135,0.3951525576215426
18-Nov,Chandapura,1200.0,2.0,1.0,36.0,2,3000.0,Budget,18000.0,216000.0,6.0,48.176120793600006,33.82255776000002,0.01731701685522974,0.015505830959649504,0.40418787772927806
Ready To Move,Whitefield,5924.0,4.0,3.0,625.0,4,10550.303848750844,Luxury,312500.0,3750000.0,6.0,836.3909860000002,33.82255776000004,0.10821211421534672,0.05835591977986926,0.44158490061726036
Ready To Move,other,1250.0,2.0,1.0,50.0,2,4000.0,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.018279073347186946,0.021181111011764103,0.4024949996036066
Ready To Move,other,1475.0,2.0,2.0,171.0,2,11593.22033898305,Premium,85500.0,1026000.0,6.0,228.83657376960005,33.822557760000024,0.02260832756099438,0.06427476293290547,0.3878550913634345
Ready To Move,Bommanahalli,2100.0,4.0,2.0,85.0,4,4047.6190476190477,Mid-Range,42500.0,510000.0,6.0,113.74917409600002,33.822557760000024,0.03463403371045948,0.02145136244281718,0.4121998752491488
Ready To Move,5th Phase JP Nagar,552.0,1.0,1.0,23.5,1,4257.246376811594,Budget,11750.0,141000.0,6.0,31.448301073600007,33.822557760000024,0.004848764719464328,0.0226410562425617,0.3938528363346539
Ready To Move,Uttarahalli,1065.0,2.0,2.0,42.59,3,3999.06103286385,Budget,21295.0,255540.0,6.0,56.995027349984014,33.822557760000024,0.014719464326945278,0.02117578211030672,0.4003613657520445
17-Aug,Hennur,1000.0,3.0,1.0,130.0,3,13000.0,Premium,65000.0,780000.0,6.0,173.96932508800003,33.822557760000024,0.013468790887400908,0.0722586314807955,0.3791778219401224
Ready To Move,other,1225.0,2.0,0.0,65.0,2,5306.122448979592,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.017798045101208342,0.028593721692077054,0.3992413383838942
Ready To Move,other,650.0,1.0,0.0,16.0,1,2461.5384615384614,Budget,8000.0,96000.0,6.0,21.411609241600004,33.822557760000024,0.006734395443700455,0.012449910931587795,0.3990606728935852
Ready To Move,Padmanabhanagar,1067.0,2.0,2.0,52.0,2,4873.477038425492,Mid-Range,26000.0,312000.0,6.0,69.58773003520001,33.822557760000024,0.014757946586623567,0.026138337823920436,0.39839943282240603
Ready To Move,Sarjapur,1364.0,2.0,2.0,56.0,3,4105.571847507332,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.02047256214884938,0.021780260811987348,0.4035714329645147
Ready To Move,other,1750.0,3.0,3.0,75.0,3,4285.714285714285,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.027899638266759026,0.02280261959808256,0.40761873512082236
Ready To Move,Bannerghatta Road,1240.0,2.0,1.0,71.0,2,5725.806451612903,Mid-Range,35500.0,426000.0,6.0,95.01401600960001,33.82255776000002,0.018086662048795506,0.030975545940413494,0.39846177885311196
Ready To Move,Hulimavu,1200.0,2.0,0.0,75.0,2,6250.0,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.01731701685522974,0.03395049112902195,0.39681001366152907
Ready To Move,Kaggadasapura,1540.0,3.0,,75.0,3,4870.12987012987,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.02385900100053875,0.026119341706461224,0.4038676639177388
Ready To Move,other,1504.0,2.0,2.0,102.0,3,6781.914893617021,Premium,51000.0,612000.0,6.0,136.49900891520002,33.822557760000024,0.02316632032632956,0.036969257114189295,0.39911208935012205
Ready To Move,other,1116.0,2.0,1.0,49.8,2,4462.365591397849,Budget,24900.0,298800.0,6.0,66.64363376448001,33.82255776000004,0.01570076194874163,0.02380516522940849,0.39989839107748165
Ready To Move,Hennur Road,2365.0,4.0,2.0,175.0,3,7399.577167019028,Premium,87500.0,1050000.0,6.0,234.18947608000005,33.822557760000024,0.03973293311783267,0.040474663493371456,0.40764989447335104
Ready To Move,Sarjapura - Attibele Road,1308.0,2.0,2.0,37.0,2,2828.7461773700306,Budget,18500.0,222000.0,6.0,49.51434637120001,33.82255776000003,0.019395058877857307,0.014533917556229268,0.4058234683042227
Ready To Move,Vijayanagar,864.0,2.0,0.0,45.0,2,5208.333333333333,Budget,22500.0,270000.0,6.0,60.220150992000015,33.82255776000003,0.010851997229277304,0.02803874107473591,0.395295701907672
Ready To Move,Hoskote,1069.0,2.0,,38.0,3,3554.724041159963,Budget,19000.0,228000.0,6.0,50.85257194880001,33.82255776000003,0.014796428846301855,0.01865404524487304,0.40141623920983194
Ready To Move,Hebbal,1333.0,2.0,1.0,100.0,2,7501.875468867217,Mid-Range,50000.0,600000.0,6.0,133.82255776000002,33.822557760000024,0.01987608712383591,0.041055235005215684,0.3955035582722153
Ready To Move,other,1800.0,4.0,1.0,145.0,4,8055.555555555556,Premium,72500.0,870000.0,6.0,194.04270875200004,33.822557760000024,0.028861694758716232,0.044197524556451095,0.39963800703264934
Ready To Move,Devanahalli,6136.0,4.0,,550.0,4,8963.49413298566,Luxury,275000.0,3300000.0,6.0,736.0240676800001,33.822557760000024,0.11229123374124529,0.04935033025348547,0.447634608143353
Ready To Move,Thanisandra,1698.0,3.0,2.0,107.0,3,6301.531213191991,Premium,53500.0,642000.0,6.0,143.19013680320003,33.82255776000003,0.026899099515123526,0.03424294519531172,0.40244228163094947
18-Jun,JP Nagar,1275.0,2.0,2.0,43.6,3,3419.607843137255,Budget,21800.0,261600.0,6.0,58.346635183360014,33.822557760000024,0.018760101593165553,0.0178872229815172,0.40410117176329247
Ready To Move,Raja Rajeshwari Nagar,1060.0,2.0,1.0,48.0,2,4528.301886792453,Budget,24000.0,288000.0,6.0,64.23482772480001,33.822557760000024,0.014623258677749558,0.024179372171371817,0.39910220633810106
Ready To Move,Hennur,1160.0,2.0,1.0,49.0,2,4224.137931034483,Budget,24500.0,294000.0,6.0,65.57305330240001,33.822557760000024,0.016547371661663972,0.02245315654068634,0.40094716038072387
Ready To Move,Sarjapur  Road,1484.0,2.0,,65.0,3,4380.053908355795,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.022781497729546678,0.023338023376583937,0.40433368928709446
Ready To Move,BEML Layout,1200.0,5.0,,325.0,3,27083.333333333332,Luxury,162500.0,1950000.0,6.0,434.92331272000007,33.822557760000024,0.01731701685522974,0.1521854922147428,0.34951601322724074
Ready To Move,Hennur Road,1310.0,2.0,1.0,66.0,2,5038.167938931298,Mid-Range,33000.0,396000.0,6.0,88.32288812160002,33.822557760000024,0.019433541137535596,0.027073004806325827,0.40083092275999105
Ready To Move,Vijayanagar,1806.0,6.0,1.0,370.0,6,20487.264673311183,Luxury,185000.0,2220000.0,6.0,495.1434637120001,33.822557760000024,0.028977141537751095,0.11475095532614081,0.37148590279219434
Ready To Move,other,3000.0,4.0,,240.0,4,8000.0,Luxury,120000.0,1440000.0,6.0,321.1741386240001,33.82255776000003,0.051951050565689216,0.0438822312202225,0.41361773785132455
Ready To Move,Varthur,2145.0,3.0,2.0,165.0,3,7692.307692307692,Premium,82500.0,990000.0,6.0,220.80722030400005,33.82255776000003,0.035499884553220964,0.04213599120418724,0.40444553425025775
Ready To Move,Marathahalli,1693.0,3.0,1.0,125.0,3,7383.343177790904,Premium,62500.0,750000.0,6.0,167.27819720000002,33.82255776000002,0.026802893865927806,0.04038253105813884,0.3999287238963012
Ready To Move,Jigani,1230.0,3.0,3.0,60.0,3,4878.048780487805,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.017894250750404066,0.026164283740450094,0.40027083695406246
18-Jan,Devanahalli,1200.0,3.0,1.0,145.0,3,12083.333333333334,Premium,72500.0,870000.0,6.0,194.04270875200004,33.822557760000024,0.01731701685522974,0.06705629143302379,0.3835676935399283
18-Aug,Bommasandra Industrial Area,1310.0,2.0,1.0,37.83,3,2887.7862595419847,Budget,18915.0,226980.0,6.0,50.625073600608005,33.82255776000002,0.019433541137535596,0.014868986556854966,0.4057125300597794
Ready To Move,other,1150.0,2.0,1.0,60.0,2,5217.391304347826,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.016354960363272532,0.028090147596947095,0.3985769171791847
18-Apr,Munnekollal,1385.0,2.0,2.0,66.5,3,4801.444043321299,Mid-Range,33250.0,399000.0,6.0,88.99200091040002,33.82255776000003,0.020876625875471407,0.025729530403711544,0.40223416336379825
Ready To Move,Tumkur Road,1066.0,2.0,2.0,52.5,2,4924.953095684803,Mid-Range,26250.0,315000.0,6.0,70.25684282400002,33.82255776000003,0.014738705456784424,0.026430478864845713,0.3982710317281324
19-Dec,Thanisandra,2293.0,3.0,2.0,80.26,3,3500.2180549498476,Mid-Range,40130.00000000001,481560.0000000001,6.000000000000001,107.40598485817603,33.822557760000024,0.03834757176941429,0.018344708508613937,0.41567065965820305
Ready To Move,other,1625.0,3.0,3.0,92.0,3,5661.538461538462,Mid-Range,46000.0,552000.0,6.0,123.11675313920003,33.82255776000003,0.025494497036866005,0.03061080709835452,0.4030523753827778
Ready To Move,Vittasandra,1246.0,2.0,1.0,67.4,2,5409.309791332264,Mid-Range,33700.00000000001,404400.0000000001,6.000000000000001,90.19640393024002,33.822557760000024,0.018202108827830372,0.02917933875776189,0.3992495297935935
Ready To Move,Vijayanagar,2100.0,6.0,1.0,252.0,4,12000.0,Luxury,126000.0,1512000.0,6.0,337.2328455552001,33.822557760000024,0.03463403371045948,0.06658335142868091,0.39414707965480333
Ready To Move,other,2400.0,4.0,3.0,250.0,4,10416.666666666666,Luxury,125000.0,1500000.0,6.0,334.55639440000004,33.82255776000002,0.04040637266220272,0.05759749134616612,0.40120482705885524
Ready To Move,Raja Rajeshwari Nagar,3900.0,6.0,,195.0,6,5000.0,Premium,97500.0,1170000.0,6.0,260.95398763200006,33.82255776000003,0.06926806742091896,0.026856391063878705,0.4308182840269999
Ready To Move,7th Phase JP Nagar,1000.0,2.0,1.0,70.65,2,7065.000000000001,Mid-Range,35325.00000000001,423900.0000000001,6.000000000000001,94.54563705744003,33.82255776000003,0.013468790887400908,0.03857584437149536,0.39265093678384244
Ready To Move,Nagavarapalya,907.0,2.0,2.0,38.0,2,4189.636163175303,Budget,19000.0,228000.0,6.0,50.85257194880001,33.82255776000003,0.011679365812360502,0.022257349345792453,0.3981046797490993
Ready To Move,Ulsoor,3500.0,4.0,0.0,138.0,4,3942.8571428571427,Premium,69000.0,828000.0,6.0,184.67512970880003,33.822557760000024,0.06157161548526129,0.02085680929450041,0.42860024557335663
Ready To Move,Varthur,1395.0,2.0,3.0,79.0,3,5663.082437275985,Mid-Range,39500.0,474000.0,6.0,105.71982063040002,33.822557760000024,0.02106903717386285,0.030619569593058633,0.40039359446709427
Ready To Move,other,1180.0,2.0,2.0,50.0,2,4237.28813559322,Budget,25000.0,300000.0,6.0,66.91127888000001,33.822557760000024,0.016932194258446855,0.022527787634299773,0.4011482015013483
Ready To Move,Banaswadi,1903.0,6.0,2.0,140.0,5,7356.8050446663165,Premium,70000.0,840000.0,6.0,187.35158086400003,33.822557760000024,0.03084353113214808,0.04023191972059651,0.4024133507910503
18-Mar,Electronic City,1175.0,2.0,1.0,47.0,2,4000.0,Budget,23500.0,282000.0,6.0,62.896602147200014,33.822557760000024,0.016835988609251135,0.021181111011764103,0.4016291487608451
Ready To Move,other,1272.0,2.0,2.0,51.5,2,4048.7421383647797,Mid-Range,25750.0,309000.0,6.0,68.91861724640002,33.82255776000003,0.018702378203648118,0.021457736297323147,0.40263833240325964
Ready To Move,other,1490.0,2.0,1.0,92.0,3,6174.496644295302,Mid-Range,46000.0,552000.0,6.0,123.11675313920003,33.82255776000003,0.022896944508581544,0.03352198844052336,0.40032937132893964
Ready To Move,Yeshwanthpur,1144.0,2.0,2.0,67.0,2,5856.643356643357,Mid-Range,33500.0,402000.0,6.0,89.66111369920002,33.822557760000024,0.016239513584237666,0.03171808201761324,0.3970564753434973
17-Aug,other,2400.0,5.0,,140.0,4,5833.333333333333,Premium,70000.0,840000.0,6.0,187.35158086400003,33.822557760000024,0.04040637266220272,0.03158579110730753,0.41160950715439865
Ready To Move,Hormavu,1143.0,2.0,1.0,53.0,2,4636.920384951881,Mid-Range,26500.0,318000.0,6.0,70.92595561280001,33.82255776000002,0.016220272454398523,0.024795812567266665,0.39981383844573243
Ready To Move,Karuna Nagar,2500.0,3.0,2.0,190.0,3,7600.0,Premium,95000.0,1140000.0,6.0,254.26285974400005,33.822557760000024,0.04233048564611713,0.041612119199376664,0.40875344370791966
18-Dec,Whitefield,1216.0,2.0,1.0,75.0,2,6167.763157894737,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.017624874932656045,0.033483774019473056,0.3971814153518044
17-Jun,other,1044.0,2.0,1.0,60.0,2,5747.126436781609,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.014315400600323252,0.031096542826952834,0.3961506232294128
Ready To Move,Prithvi Layout,1352.0,3.0,1.0,93.0,2,6878.698224852071,Mid-Range,46500.0,558000.0,6.0,124.45497871680003,33.82255776000003,0.020241668590779652,0.03751852962332477,0.39713758930513793
Ready To Move,Hennur Road,1552.0,3.0,3.0,75.0,3,4832.474226804124,Mid-Range,37500.0,450000.0,6.0,100.36691832000002,33.82255776000003,0.024089894558608483,0.025905635385045072,0.4040916825811471
Ready To Move,Bellandur,1785.0,3.0,2.0,120.0,3,6722.689075630252,Premium,60000.0,720000.0,6.0,160.58706931200004,33.82255776000003,0.028573077811129072,0.03663313401079881,0.40249059308235796
Ready To Move,Pai Layout,810.0,2.0,2.0,34.5,2,4259.259259259259,Budget,17250.0,207000.0,6.0,46.16878242720001,33.822557760000024,0.00981297621796352,0.022652479914164185,0.3968267937651125
18-May,Banashankari Stage V,1650.0,3.0,2.0,51.98,3,3150.3030303030305,Mid-Range,25990.0,311880.0,6.0,69.56096552364801,33.822557760000024,0.02597552528284461,0.01635884274930067,0.40904177806998654
Ready To Move,other,1595.0,3.0,2.0,70.39,3,4413.166144200627,Mid-Range,35195.0,422340.0,6.0,94.19769840726401,33.82255776000002,0.02491726314169168,0.023525944588155028,0.40553998004975306
Ready To Move,Whitefield,1060.0,2.0,1.0,35.0,2,3301.8867924528304,Budget,17500.0,210000.0,6.0,46.83789521600001,33.822557760000024,0.014623258677749558,0.01721912305085391,0.4018863059863082
Ready To Move,Babusapalaya,1410.0,2.0,3.0,65.0,3,4609.929078014185,Mid-Range,32500.0,390000.0,6.0,86.98466254400002,33.822557760000024,0.021357654121450013,0.024642629341422657,0.40295754073630097
Ready To Move,Nagarbhavi,1523.0,2.0,2.0,56.0,3,3676.9533814839133,Mid-Range,28000.0,336000.0,6.0,74.94063234560002,33.82255776000004,0.023531901793273302,0.019347730981796683,0.40638004868324534
19-Jan,Kanakpura Road,1591.0,3.0,1.0,122.0,3,7668.133249528599,Premium,61000.0,732000.0,6.0,163.26352046720004,33.82255776000003,0.024840298622335104,0.041998794471312065,0.3981046613848762
Ready To Move,other,1640.0,3.0,3.0,84.0,3,5121.951219512195,Mid-Range,42000.0,504000.0,6.0,112.41094851840002,33.822557760000024,0.025783113984453165,0.027548498387307316,0.404450469035749
Ready To Move,Yelahanka New Town,450.0,1.0,0.0,16.0,1,3555.5555555555557,Budget,8000.0,96000.0,6.0,21.411609241600004,33.822557760000024,0.0028861694758716234,0.018658764321935393,0.3942681959567489
Ready To Move,Bannerghatta Road,1305.0,2.0,2.0,60.0,3,4597.701149425287,Mid-Range,30000.0,360000.0,6.0,80.29353465600002,33.82255776000003,0.019337335488339876,0.024573232422223406,0.4017731083241146
